index,time_s,wavelength_nm,A_main_real,A_main_imag,A_aux_real,A_aux_imag,main_spectrum_db,aux_spectrum_db,param_wl_center_nm,param_FSR_main,param_FSR_aux,param_coupling_ring_bus,param_coupling_ring_ring,param_coupling_ring_drop,param_gamma,param_alpha_int_main,param_alpha_int_aux,param_beta_2,param_intensity_in,param_detuning_main,param_detuning_aux,param_detuning_step,param_nrt,param_n_per_step,param_n_small_time
30,-2.2064579e-12,1512.8583,-1.8139412,2.6526785,-1.1401666,0.52307177,8.834557445548942,-0.07911669325041615,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
31,-2.1966732e-12,1511.3359,-1.9614457,2.612171,-1.0371614,0.5315988,5.835023690049649,1.5544868470948572,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
32,-2.1868885e-12,1509.8164,-2.1397333,2.4965522,-0.9363467,0.6279615,-2.247141280002637,4.268772992819226,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
33,-2.1771038e-12,1508.3003,-2.2735972,2.2850335,-0.8870652,0.7426094,6.319541095813442,9.489765144940275,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
34,-2.167319e-12,1506.787,-2.3213787,1.9991791,-0.85347736,0.8089414,23.680472282441187,18.34285434004377,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
35,-2.1575344e-12,1505.2769,-2.2962003,1.6919975,-0.7957431,0.8898397,20.63401672578011,11.112847599051982,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
36,-2.1477496e-12,1503.7698,-2.2342913,1.4357888,-0.7837018,1.0199988,15.990044207052046,3.703674323169327,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
37,-2.1379647e-12,1502.2656,-2.1763983,1.2975287,-0.8514667,1.1286291,13.844106269269187,-0.4842078510777448,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
38,-2.12818e-12,1500.7644,-2.1328325,1.2906196,-0.9192196,1.1428846,12.06620896252678,-3.8133100803608997,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
39,-2.1183953e-12,1499.2662,-2.062159,1.3881052,-0.95573336,1.0829335,10.548227893848011,-6.650606253186126,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
40,-2.1086106e-12,1497.7711,-1.9274606,1.600811,-1.0158024,0.98892975,8.754993953032994,-9.470230977015277,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
41,-2.0988259e-12,1496.2789,-1.775171,1.9295862,-1.0927705,0.89099306,6.5845965393835435,-12.525798825436347,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
42,-2.0890412e-12,1494.7897,-1.6980808,2.286603,-1.1548404,0.79593253,3.8326778303958484,-15.878567446651758,1560.0,200000000000.0,206000000000.0,0.0124,0.024,0.00783,1.229,8.643,4.321,4e-26,0.3,0.0923,0.3749,0.0001,1000,5,512
