index,time_s,wavelength_nm,A_main_real,A_main_imag,A_aux_real,A_aux_imag,main_spectrum_db,aux_spectrum_db,param_wl_center_nm,param_FSR_main,param_FSR_aux,param_coupling_ring_bus,param_coupling_ring_ring,param_coupling_ring_drop,param_gamma,param_alpha_int_main,param_alpha_int_aux,param_beta_2,param_intensity_in,param_detuning_main,param_detuning_aux,param_detuning_step,param_nrt,param_n_per_step,param_n_small_time
0,-2.5e-12,1560.0,-2.0542772,1.0529835,-1.1492622,0.06947574,36.92663720982847,29.748858572168402,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
1,-2.4902153e-12,1558.3812,-2.2113616,1.1695468,-1.0704023,0.1637156,30.667134278065525,17.719560010727776,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
2,-2.4804306e-12,1556.766,-2.3784919,1.2037178,-1.0321053,0.21611218,27.326355997255376,10.940685279890562,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
3,-2.4706459e-12,1555.1539,-2.4743893,1.1307511,-1.0375907,0.22664796,25.10441335395554,6.309050569107178,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
4,-2.4608612e-12,1553.5453,-2.4277036,0.97573197,-1.06861,0.21122348,23.244909558506293,2.632064812805428,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
5,-2.4510762e-12,1551.9401,-2.2330093,0.81752026,-1.0936806,0.2091816,21.63733183245828,-0.39091736829970714,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
6,-2.4412915e-12,1550.338,-1.983927,0.7500452,-1.0850356,0.24861239,20.354249519977095,-2.9497861226334336,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
7,-2.4315068e-12,1548.7393,-1.8165542,0.7935676,-1.0677934,0.33731934,19.47253684302774,-4.729418027964549,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
8,-2.4217221e-12,1547.1439,-1.8126377,0.89031523,-1.0770113,0.39812604,19.006018551784088,-5.993172041359713,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
9,-2.4119374e-12,1545.5518,-1.946426,0.9468959,-1.1186787,0.37550083,18.82032041771835,-6.866565420383026,1560.0,200000000000.0,206000000000.0,0.01074,0.006816,0.0,1.229,8.643,4.321,4e-26,0.22,0.0534,0.1891,0.0001,10000,5,512
